region,year,population,industry_production,export,price_indexes,unemployment,grp,investments,fixed_assets
Smolensk region ,2014,964.8,195556,1203.5,108.5,5.1,234710.1,56587,715711
Smolensk region ,2015,958.6,234895,891.7,109.86,6.2,256706.8,55043,764441
Smolensk region ,2016,953.2,237191.0,950.4000000000001,105.06,6.1,283725.5,58728.152,829388
Smolensk region ,2017,949.3,254871.0,1094.5923852,104.26,5.7,313615.8,57495.579,857817
Smolensk region ,2018,942.4,275138.0,1242.1,104.96000000000001,5.1,335059.9,70900.487,925280
Smolensk region ,2019,934.9,277345.0,1133.0,100.63999999999999,5.2,349237.6,70524.705,1063572
Smolensk region ,2020,921.1,313114.0,1003.6999999999999,105.4,5.3,358466.1,64975.698,1520329
Smolensk region ,2021,909.8,371049.0,1488.3000000000002,115.12,5.0,369228.680476191,70327.196,1627394
Tambov Region ,2000,1213.6,12557.0,32.8,122.04,8.3,23387.3,2527.0,127462
Tambov Region ,2001,1193.4,15127.0,44.2,116.34,12,31086.6,3772.29,158862
Tambov Region ,2002,1174.2,17365.0,48.4,115.5,9.5,38897.8,5340.987924224994,162004
Tambov Region ,2003,1161.9,21278.0,52.900000000000006,108.75999999999999,9.1,46877.7,8257.462751774254,201944
Tambov Region ,2004,1150.8,25563.0,54.2,113.14,9.5,56775,11316.361428756049,212086
Tambov Region ,2005,1138.6,29631.6,50.7,108.78,8.6,63614.8,14698.0,243714
Tambov Region ,2006,1127.0,33536.5,55.599999999999994,110.54,8.7,79766.2,19666.82303574441,269738
Tambov Region ,2007,1116.4,46012.0,86.80000000000001,113.72,9.2,106039.6,30860.871163319513,340731.0
Tambov Region ,2008,1107.8,52859.4,74.8,113.28,9.1,120836.0,42701.0,391686.0
Tambov Region ,2009,1099.7,56805.0,51.8,106.53999999999999,9.1,136323.9,48795.0,418694.0
Tambov Region ,2010,1089.7,61224.8,37.3,110.32,7.8,143902.4,53980.0,467691.0
Tambov Region ,2011,1082.6,92527.9,65.8,104.72,6.6,173283.1,68302.0,521673.0
Tambov Region ,2012,1075.7,96710.0,104.30000000000001,106.46000000000001,4.9,203331.5,82921.0,560953.0
Tambov Region ,2013,1068.9,103970.0,108.4,103.72,4.6,236335.9,98227.0,622355.0
Tambov Region ,2014,1062.4,115823,101.19999999999999,113.58000000000001,4.3,285656.5,110597,709051
Tambov Region ,2015,1050.3,142304,96.4,112.63999999999999,4.6,317213.7,117641,739324
Tambov Region ,2016,1040.3,153617.0,122.19999999999999,101.9,4.5,320623.4,105033.385,798260
Tambov Region ,2017,1033.6,153675.0,168.5577349,97.08,4.4,320572.4,111073.129,844454
Tambov Region ,2018,1016.0,182461.0,239.5,111.12,4.1,352202.6,106230.33,891585
Tambov Region ,2019,1006.7,192229.0,227.2,96.02000000000001,3.9,353745.5,90718.856,1567697
Tambov Region ,2020,994.4,214506.0,400.0,113.38,4.6,378676.80000000005,74770.114,1577441
Tambov Region ,2021,981.0,269854.0,426.4,114.58000000000001,3.9,396815.818095239,79396.717,1659969
Tver region ,2000,1519.6,28539.0,105.0,127.17999999999999,9.1,35341.1,9555.0,188672
Tver region ,2001,1491.4,38174.0,117.19999999999999,115.22,7.5,46986.4,10687.407000000001,209654
Tver region ,2002,1465.6,44314.0,120.5,113.86,4.7,55732.6,14352.651109455985,240683
Tver region ,2003,1447.8,55140.0,129.0,117.6,6.6,68805.3,22093.758664957728,306629
Tver region ,2004,1432.6,67323.0,114.4,113.89999999999999,5.4,88081.5,29791.455589992867,339189
Tver region ,2005,1415.3,82187.0,123.2,109.03999999999999,5.8,96897.4,23845.0,368001
Tver region ,2006,1398.9,106278.0,194.4,110.75999999999999,4.5,127363.8,24325.865171182075,429239
Tver region ,2007,1387.0,128259.0,203.6,113.36000000000001,4.1,156034.6,36383.69348775873,537076.0
Tver region ,2008,1375.4,162504.0,302.29999999999995,111.7,5.1,192283.0,50222.0,589581.0
Tver region ,2009,1365.3,152198.0,216.6,106.67999999999999,7.7,197687.0,70047.0,663770.0
Tver region ,2010,1350.1,184504.0,236.9,109.1,6.6,219004.9,82618.0,729864.0
Tver region ,2011,1342.2,207113.0,228.8,102.66,6.0,255073.0,94276.0,825225.0
Tver region ,2012,1334.1,237494.0,311.1,106.46000000000001,5.0,268063.9,80464.0,960495.0
Tver region ,2013,1325.3,264111.0,320.6,104.38,5.3,298669.2,80536.0,1008414.0
Tver region ,2014,1315.1,271414,343.8,108.91999999999999,5.3,316613.2,84039,988296
Tver region ,2015,1304.8,288080,238.7,109.58,5.6,329616.0,73462,1029363
Tver region ,2016,1296.8,306017.0,201.10000000000002,104.38,5.8,397438.9,93427.292,1212653
Tver region ,2017,1283.9,348054.0,238.86382070000002,102.84,4.5,420671.5,100743.864,1250215
Tver region ,2018,1269.6,418961.0,299.5,105.9,4.1,471065.5,104501.124,1333698
Tver region ,2019,1260.4,453097.0,350.4,99.34,4.0,488367.5,88348.154,2627014
Tver region ,2020,1245.6,468336.0,439.9,106.46000000000001,4.4,490827.5,84863.186,2889869
Tver region ,2021,1230.1,510936.0,605.8,113.72,3.9,506600.282380952,84293.233,2904486
Tula region ,2000,1719.7,45032.0,651.5,129.2,10,42061.3,10197.0,168150
Tula region ,2001,1694.0,59320.0,859.0999999999999,109.75999999999999,5.3,52891.2,7870.916,197921
Tula region ,2002,1669.8,74346.0,806.0999999999999,115.44,6.1,65416.3,9538.70006092358,232726
Tula region ,2003,1649.2,88125.0,969.0999999999999,117.48,5.3,72258,13655.22186523595,266508
Tula region ,2004,1631.8,127932.0,1689.7,125.08,4.7,88119.6,14031.531148901178,274181
Tula region ,2005,1615.2,145045.0,2128.9,106.96000000000001,5,116221.2,20804.0,287642
Tula region ,2006,1600.1,169668.0,2265.1,108.56,2.8,142240.1,24361.103408586034,335199
Tula region ,2007,1588.0,214921.0,2657.6,117.0,2.6,174110.9,36208.139566932005,377757.0
Tula region ,2008,1576.4,273316.0,4093.6,107.88,3.4,231730.8,55363.0,431106.0
Tula region ,2009,1564.7,218762.0,2102.5,106.92,6.0,214925.4,61518.0,492051.0
Tula region ,2010,1550.3,278831.0,2493.7999999999997,120.84,5.8,237629.2,71526.0,562328.0
Tula region ,2011,1544.5,345368.0,3940.4,108.7,5.3,279879.3,77703.0,635993.0
Tula region ,2012,1532.4,366667.0,3644.9,105.97999999999999,4.6,311240.3,84059.0,699627.0
Tula region ,2013,1521.5,406692.0,3922.3,104.80000000000001,4.2,348034.8,91046.0,765072.0
Tula region ,2014,1513.6,484916,3734.5,109.64,4.1,411122.3,95235,858386
Tula region ,2015,1506.4,578209,2963.5,113.25999999999999,4.1,477537.8,105629,946661
Tula region ,2016,1499.4,626577.0,2861.0,109.38,4.1,552308.4,112560.598,1033088
Tula region ,2017,1491.8,694525.0,3766.6901045000004,105.6,3.9,594407.6,128563.554,1116603
Tula region ,2018,1478.8,769707.0,3556.0,109.32,3.9,666763.0,154752.34,1243801
Tula region ,2019,1466.1,816592.0,3035.7999999999997,98.74000000000001,3.8,676822.6,177724.445,2577947
Tula region ,2020,1449.1,951480.0,3053.0,105.68,4.4,709197.0,137984.012,2645859
Tula region ,2021,1432.6,1193578.0,3953.2,113.56,3.8,695932.475238096,182296.59,2809095
Yaroslavl region ,2000,1393.7,45534.0,869.5,127.12,7.4,41756.2,8112.0,199812
Yaroslavl region ,2001,1378.4,60425.0,1314.2,110.72,6.7,61149.6,13500.351000000002,243393
Yaroslavl region ,2002,1364.4,69375.0,344.29999999999995,107.22,3.8,75313.4,13827.73734659074,272638
Yaroslavl region ,2003,1347.1,78404.0,410.9,112.86,5.7,92073.4,17860.585694411446,359037
Yaroslavl region ,2004,1329.8,93810.0,462.7,109.54,4.6,112438.7,26794.70978009111,384339
Yaroslavl region ,2005,1312.8,111032.0,355.3,111.64,3.9,131252.1,42466.0,480593
Yaroslavl region ,2006,1300.0,122610.0,387.5,110.98,2.9,153251.5,37143.21049204749,535264
Yaroslavl region ,2007,1292.5,158087.0,509.2,113.74000000000001,3.4,186577.5,44203.230218201104,648365.0
Yaroslavl region ,2008,1286.1,176030.0,517.4,108.44,5.8,214946.3,55174.0,717989.0
Yaroslavl region ,2009,1280.1,153396.0,292.4,109.38,7.9,212684.4,57377.0,770917.0
Yaroslavl region ,2010,1271.0,191243.0,440.6,112.24000000000001,7.5,239644.0,72291.0,821370.0
Yaroslavl region ,2011,1271.0,223741.0,581.0,107.62,5.1,286967.5,80386.0,934472.0
Yaroslavl region ,2012,1271.7,251515.0,1031.7,106.24000000000001,3.4,327279.6,81019.0,994998.0
Yaroslavl region ,2013,1271.8,271976.0,2002.0,104.42,4.5,362861.8,86348.0,1115615.0
Yaroslavl region ,2014,1271.6,284528,1029.1999999999998,107.80000000000001,3.8,391462.8,88541,1024943
Yaroslavl region ,2015,1271.9,344312,811.5,112.34,5.3,443054.1,75437,1075784
Yaroslavl region ,2016,1270.7,351513.0,626.7,106.83999999999999,6.7,498880.3,88363.236,1226233
Yaroslavl region ,2017,1265.7,392255.0,824.8512096,104.44,6.6,534549.7,85781.603,1311286
Yaroslavl region ,2018,1259.6,446540.0,1213.1999999999998,107.13999999999999,5.5,583605.3,84397.333,1393220
Yaroslavl region ,2019,1253.4,451972.0,1038.8999999999999,101.76,5.4,609150.8,90977.507,2597524
Yaroslavl region ,2020,1241.4,500708.0,949.6999999999999,104.47999999999999,7.3,617593.9,92691.029,2685041
Yaroslavl region ,2021,1227.3,577337.0,1134.4,111.82,5.9,630009.630952381,109966.586,2883943
Moscow ,2000,10114.2,224765.0,24953.100000000002,124.68,3.9,1159034,156215.0,1444737
Moscow ,2001,10269.9,330306.0,24414.7,117.16,2.1,1370182.8,173838.822,1841258
Moscow ,2002,10386.9,400257.0,25237.7,113.42000000000002,1.4,1767476.7,220396.490815176,2255912
Moscow ,2003,10535.7,453534.0,29644.9,112.25999999999999,1.3,2188231.5,269587.9034448544,3297504
Moscow ,2004,10726.4,533336.0,54464.700000000004,119.6,1.6,2853272.4,358530.85690990265,3905553
Moscow ,2005,10923.8,1165226.0,84496.2,110.1,0.8,4135154.6,456025.0,5346984
Moscow ,2006,11091.4,1941510.0,109503.4,110.5,1.6,5260232.8,590162.48229489,6142520
Moscow ,2007,11186.9,2542681.0,127394.90000000001,116.08000000000001,0.8,6696259.1,775682.1876755048,9506888.0
Moscow ,2008,11281.6,2885548.0,178664.6,109.0,0.9,8248652.0,962468.0,14877108.0
Moscow ,2009,11382.2,2461920.0,113761.29999999999,109.97999999999999,2.8,7126972.4,742422.0,15356818.0
Moscow ,2010,11541.1,2987104.0,144599.7,112.22,1.8,8375863.8,732761.0,17905142.0
Moscow ,2011,11612.9,3641990.0,187931.6,107.9,1.4,9948772.8,856424.0,20169118.0
Moscow ,2012,11979.5,3897363.0,211486.8,105.02,0.8,10666870.5,1220097.0,23445895.0
Moscow ,2013,12108.3,4825761.0,228253.0,104.94,1.7,11814897.4,1413094.0,26546945.0
Moscow ,2014,12197.6,5470893,230443.1,107.26,1.5,12779525.7,1541884,28890410
Moscow ,2015,12330.1,6663043,149137.6,116.06,1.8,13520862.9,1543601,30078000
Moscow ,2016,12380.7,7471231.0,118381.0,106.25999999999999,1.8,15121534.2,1712239.426,36338093
Moscow ,2017,12506.5,7723313.0,149246.5880555,106.02000000000001,1.4,16538189.5,2007707.66,36604923
Moscow ,2018,12615.3,9159884.0,197102.19999999998,110.36,1.2,18777726.0,2485175.744,40602319
Moscow ,2019,12678.1,9969869.0,184269.0,100.22,1.4,19797064.3,3268623.168,70029739
Moscow ,2020,12655.1,10165848.0,135716.30000000002,102.53999999999999,2.6,19856674.5,3839394.417,66739526
Moscow ,2021,12635.5,12687046.0,207285.30000000002,110.34,2.6,20328442.4966667,4839917.68,71721306
Republic of Karelia ,2000,728.8,25305.0,538.8000000000001,120.02,11.3,28214.6,6396.0,103488
Republic of Karelia ,2001,721.5,29994.0,569.6,112.36000000000001,8.6,33721.2,8362.17,123308
Republic of Karelia ,2002,715.2,34477.0,521.6,112.12,7.8,41362.4,9191.346381444828,148241
Republic of Karelia ,2003,702.8,38848.0,639.1,107.98,8.2,46588.9,9983.886859865752,174757
Republic of Karelia ,2004,689.6,48457.0,805.4,120.82,7.3,53964.1,13741.233453254235,198482
Republic of Karelia ,2005,676.0,60639.0,998.5999999999999,108.44,8.8,77124.8,15280.0,214925
Republic of Karelia ,2006,665.0,64012.0,1206.0,113.96,3.3,84228.3,18080.98066493193,243546
Republic of Karelia ,2007,659.4,76883.0,1228.1999999999998,113.4,5.9,104603.3,19153.720370918087,296563.0
Republic of Karelia ,2008,653.7,86742.0,1402.7,106.28,8.2,115208.2,26133.0,323513.0
Republic of Karelia ,2009,648.7,71187.0,1006.5999999999999,102.25999999999999,9.6,105924.1,18692.0,347961.0
Republic of Karelia ,2010,642.6,103610.0,1425.9,126.46000000000001,9.3,120511.3,22798.0,393841.0
Republic of Karelia ,2011,639.7,125821.0,1458.5,107.4,8.4,154953.7,29641.0,408974.0
Republic of Karelia ,2012,636.9,122745.0,1228.6,99.44,7.0,160841.5,33947.0,443696.0
Republic of Karelia ,2013,634.4,118335.0,1070.8999999999999,110.16,8.2,178636.2,34204.0,485437.0
Republic of Karelia ,2014,632.5,126326,999.6,102.26,8.1,191192.1,33400,521336
Republic of Karelia ,2015,629.9,147489,690.1,112.36,8.8,212049.5,32738,550036
Republic of Karelia ,2016,627.1,167579.0,669.8,112.69999999999999,9.2,248140.4,34700.035,675940
Republic of Karelia ,2017,622.5,196740.0,1061.0405004,101.6,8.6,270802.5,41567.781,700701
Republic of Karelia ,2018,618.0,234867.0,1224.8,112.22,8.7,300977.1,48116.368,744483
Republic of Karelia ,2019,614.1,246760.0,991.9,95.72,7.4,319050.0,48259.764,1187787
Republic of Karelia ,2020,609.1,258021.0,695.0,121.75999999999999,8.7,319388.0,55610.027,1168867
Republic of Karelia ,2021,603.1,370115.0,1232.3,122.72,6.6,318775.877142857,70637.771,1234335
Komi Republic ,2000,1042.9,53362.0,1121.5,122.92,12,59473.1,17098.0,227521
Komi Republic ,2001,1029.7,62358.0,1009.8000000000001,108.92,13.8,78276.5,21696.527,307401
Komi Republic ,2002,1016.0,62947.0,1139.6000000000001,116.4,9.2,86019.4,22059.258821262738,386680
Komi Republic ,2003,999.9,71156.0,1284.5,120.22,12.2,107149,25422.21166374487,445128
Komi Republic ,2004,982.9,87493.0,700.0,106.32000000000001,12.4,131588,34480.830619810724,472593
Komi Republic ,2005,963.0,165340.0,696.3,121.06,11.1,171307.2,50409.0,578010
Komi Republic ,2006,944.8,200822.0,838.1,109.46,12.1,218490.7,74170.14795720496,727893
Komi Republic ,2007,934.9,198318.0,1077.2,128.01999999999998,10.2,241150.5,63024.969187966926,843245.0
Komi Republic ,2008,922.3,238483.0,1193.9,88.9,7.1,291812.1,83656.0,994739.0
Komi Republic ,2009,912.0,244656.0,790.8,119.28,11.4,302629.2,109469.0,1084970.0
Komi Republic ,2010,899.2,301750.0,1040.2,114.52000000000001,10.1,353853.0,112313.0,1245540.0
Komi Republic ,2011,889.8,375984.0,2446.8,116.80000000000001,8.2,435959.3,202526.0,1365693.0
Komi Republic ,2012,880.7,421034.0,2424.2000000000003,104.5,6.4,479051.3,232222.0,1717183.0
Komi Republic ,2013,872.0,447275.0,3574.1,105.39999999999999,7.1,482329.9,199157.0,1937731.0
Komi Republic ,2014,864.5,454176,3248.9,104.0,6,484166.5,201032,2387770
Komi Republic ,2015,856.8,514956,1674.6,110.86,7.0,528403.4,169936,2604880
Komi Republic ,2016,850.5,505083.0,838.5999999999999,107.74,8.7,578649.1,200261.007,3051661
Komi Republic ,2017,840.9,537630.0,979.0035658,109.54,7.8,608574.5,134151.8,3207276
Komi Republic ,2018,830.2,645618.0,1022.6,105.75999999999999,7.3,696242.2,136473.712,3359325
Komi Republic ,2019,820.5,676440.0,1002.9,100.96,6.8,718138.7,121578.339,4141376
Komi Republic ,2020,813.6,549083.0,824.4,102.34,7.7,612136.2,137765.136,4239828
Komi Republic ,2021,803.5,757597.0,1281.4,128.8,7.0,742719.740952382,119825.675,4669354
Arhangelsk region ,2000,1369.1,42821.0,769.6,121.36,12.4,61806.9,10471.0,222595
Arhangelsk region ,2001,1350.5,49653.0,648.7,101.42,8.6,67274.7,15113.678800000002,205633
Arhangelsk region ,2002,1332.7,54987.0,656.4,124.74,8.1,83158.8,23809.37491550751,271575
Arhangelsk region ,2003,1315.5,74965.0,754.0,108.62,10,103951.3,28628.963943203045,394995
Arhangelsk region ,2004,1299.2,108698.0,849.6,114.89999999999999,7.1,142564.7,32656.89929958998,402806
Arhangelsk region ,2005,1281.8,122475.0,1037.3,109.58000000000001,5.5,166433.4,47710.0,452384
Arhangelsk region ,2006,1266.7,131390.0,1580.8,107.85999999999999,5.8,215932.7,88413.31516993121,541730
Arhangelsk region ,2007,1257.2,165490.0,1407.5,131.56,5.4,268672.1,130642.32555231976,684202.0
Arhangelsk region ,2008,1246.2,198562.0,2399.6000000000004,82.12,6.8,289755.9,145622.0,846044.0
Arhangelsk region ,2009,1237.5,228895.0,4086.6,140.51999999999998,7.2,323606.8,74284.0,968119.0
Arhangelsk region ,2010,1224.9,282823.0,5509.6,111.56,6.9,372804.8,99686.0,1068113.0
Arhangelsk region ,2011,1213.5,306934.0,4964.0,112.24000000000001,5.9,439116.8,134722.0,1161604.0
Arhangelsk region ,2012,1202.3,330392.0,2784.5,105.78,5.4,472470.9,162514.0,1259415.0
Arhangelsk region ,2013,1191.8,483427.0,2284.1,105.26,6.1,500095.1,157276.0,1399524.0
Arhangelsk region ,2014,1183.3,384235,2302.6,107.0,7.2,542695.3,157720,1508181
Arhangelsk region ,2015,1174.1,444330,2048.0,117.14,6.8,627698.1,172221,1621368
Arhangelsk region ,2016,1165.7,462384.0,2088.4,104.52000000000001,7.1,713043.9,169432.082,1957337
Arhangelsk region ,2017,1155.0,648108.0,2406.4371692,109.69999999999999,6.4,759206.5,215493.328,2174492
Arhangelsk region ,2018,1144.1,673814.0,2958.3,107.52000000000001,6.4,865723.3,198357.36,2337567
Arhangelsk region ,2019,1136.5,632307.0,2541.2000000000003,99.46000000000001,6.3,889974.4,193157.46,3366913
Arhangelsk region ,2020,1127.1,598751.0,2086.7000000000003,103.76,7.4,789593.3,197761.373,3475903
Arhangelsk region ,2021,1114.3,989565.0,3207.3,121.77999999999999,6.6,896088.392380953,178958.278,3671192
Nenets Autonomous Okrug ,2000,40.9,6612.0,0.0,112.32,11,11924,3828.0,17761
Nenets Autonomous Okrug ,2001,40.9,11852.0,0.0,86.75999999999999,7,11883.5,6990.06,19456
Nenets Autonomous Okrug ,2002,41.7,12033.0,0.0,139.84,7.3,16480.8,14155.990199080288,23169
Nenets Autonomous Okrug ,2003,41.9,19157.0,181.2,103.64,8.7,25040.6,17181.600026361684,29997
Nenets Autonomous Okrug ,2004,41.9,33749.0,0.0,121.30000000000001,7.3,39586.7,16393.156404787882,34435
Nenets Autonomous Okrug ,2005,41.9,42743.0,12.9,114.16,10.6,44718.3,22466.0,56407
Nenets Autonomous Okrug ,2006,41.8,51731.0,1.2000000000000002,101.88,5.5,67248.4,50090.839459610244,76978
Nenets Autonomous Okrug ,2007,41.9,78796.0,228.7,165.18,6.5,97838.3,91199.92757820885,103611.0
Nenets Autonomous Okrug ,2008,41.8,90466.0,316.8,59.24000000000001,7.9,91476.4,87104.0,214738.0
Nenets Autonomous Okrug ,2009,42.1,141869.0,73.4,329.88,9.5,130177.7,36364.0,271344.0
Nenets Autonomous Okrug ,2010,42.1,156409.0,2343.8,108.5,6.5,145928.3,42565.0,317535.0
Nenets Autonomous Okrug ,2011,42.4,173915.0,3364.3,117.58000000000001,8.7,165431.3,44248.0,347152.0
Nenets Autonomous Okrug ,2012,42.8,180046.0,1396.3,103.42,6.9,157067.1,59024.0,409702.0
Nenets Autonomous Okrug ,2013,43.0,185420.0,0.0,109.97999999999999,7.1,173170.2,61412.0,433177.0
Nenets Autonomous Okrug ,2014,43.4,196376,0.1,101.72,5.3,187009.8,78952,483967
Nenets Autonomous Okrug ,2015,43.9,232826,0.0,113.24000000000001,7.9,227193.5,114503,551986
Nenets Autonomous Okrug ,2016,43.9,259291.0,0.0,102.42,8.5,261772.5,85702.622,755231
Nenets Autonomous Okrug ,2017,44.0,293603.0,0.0046803,120.78,8.0,265790.9,106578.202,887421
Nenets Autonomous Okrug ,2018,43.8,370578.0,0.0,103.17999999999999,8.1,320405.7,91041.172,944823
Nenets Autonomous Okrug ,2019,44.1,365514.0,624.0,107.69999999999999,7.9,330999.0,97035.279,1079392
Nenets Autonomous Okrug ,2020,44.4,263362.0,445.5,103.28,8.8,230378.2,89613.127,1132844
Nenets Autonomous Okrug ,2021,44.5,478056.0,1119.9,122.96000000000001,7.1,318503.865238096,72772.594,1108025
Arkhangelsk region without an autonomous district ,2000,1328.1999999999998,36208.0,0.0,0.0,12.4,,,
Arkhangelsk region without an autonomous district ,2001,1309.6,37801.0,0.0,0.0,8.6,,,
Arkhangelsk region without an autonomous district ,2002,1291.0,42953.0,0.0,0.0,8.1,,,
Arkhangelsk region without an autonomous district ,2003,1273.6,55808.0,572.8,0.0,10,,,
Arkhangelsk region without an autonomous district ,2004,1257.3,74948.0,849.6,0.0,7.1,,,
Arkhangelsk region without an autonomous district ,2005,1239.8999999999999,79732.0,1024.4,0.0,5.3,,,
Arkhangelsk region without an autonomous district ,2006,1224.9,79659.0,1579.6000000000001,0.0,5.9,,,
Arkhangelsk region without an autonomous district ,2007,1215.3,86694.0,1178.8,0.0,5.3,,,
Arkhangelsk region without an autonomous district ,2008,1204.4,108096.0,2082.8,0.0,6.8,,,
Arkhangelsk region without an autonomous district ,2009,1195.4,87026.0,4013.2,0.0,7.1,,,696775.0
Arkhangelsk region without an autonomous district ,2010,1182.8000000000002,126414.0,3165.8,0.0,7.0,,,750578.0
Arkhangelsk region without an autonomous district ,2011,1171.1,133018.0,1599.6999999999996,0.0,5.8,273685.5,,814452.0
Arkhangelsk region without an autonomous district ,2012,1159.5,150346.0,1388.2,0.0,5.3,315403.8,,849713.0
Arkhangelsk region without an autonomous district ,2013,1148.8,298007.0,2284.1,103.97999999999999,6.0,326924.9,95864.0,966347.0
Arkhangelsk region without an autonomous district ,2014,1139.9,187859,2302.5,107.96,7.3,355685.5,78768,1024214
Arkhangelsk region without an autonomous district ,2015,1130.2,211504,2048.0,117.86,6.8,400504.6,57718,1069382
Arkhangelsk region without an autonomous district ,2016,1121.8,203094.0,2088.4,105.28,7.1,451271.4,83729.46,1202106
Arkhangelsk region without an autonomous district ,2017,1111.0,354505.0,2406.4371692,106.47999999999999,6.4,493415.6,108915.126,1287071
Arkhangelsk region without an autonomous district ,2018,1100.3,303236.0,2958.3,109.16,6.3,545317.6,107316.188,1392744
Arkhangelsk region without an autonomous district ,2019,1092.4,266794.0,1917.2,97.28,6.2,558975.4,96122.181,2287521
Arkhangelsk region without an autonomous district ,2020,1082.7,335390.0,1641.2,104.03999999999999,7.3,559215.1,108148.246,2343059
Arkhangelsk region without an autonomous district ,2021,1069.8,511510.0,2087.4,117.28,6.6,,106185.684,2563167
Vologda Region ,2000,1290.4,87603.0,1518.2,123.66,8.3,69195.5,8593.0,162550
Vologda Region ,2001,1278.5,88196.0,1122.6000000000001,110.06,8.9,65425.3,10332.7018,186999
Vologda Region ,2002,1266.9,104263.0,1302.8,124.85999999999999,6,80731.9,13923.444988133384,252460
Vologda Region ,2003,1255.9,137102.0,1524.1,118.68,4.9,107544.6,18270.79121285026,332752
Vologda Region ,2004,1245.8,200264.0,2694.6,128.66,6.4,161378.6,43109.11442309331,344991
Vologda Region ,2005,1234.9,230466.0,3016.3,104.94,5.2,193966.1,60635.0,400094
Vologda Region ,2006,1225.8,257413.0,2413.5,111.48,5.4,201939.2,66101.39690410222,478439
Vologda Region ,2007,1219.8,312982.0,2927.5,109.16,4.0,243336.3,79210.8936519552,674525.0
Vologda Region ,2008,1214.2,397229.0,4550.3,109.74,5.6,294926.2,78448.0,723043.0
Vologda Region ,2009,1208.3,259872.0,2340.8,101.62,7.8,213396.9,55794.0,757254.0
Vologda Region ,2010,1201.2,349842.0,3639.6,121.86000000000001,7.8,262432.7,68569.0,828642.0
Vologda Region ,2011,1198.5,428037.0,4392.3,107.44,7.3,323067.9,114958.0,1018443.0
Vologda Region ,2012,1196.2,419633.0,4433.6,98.62,5.8,355291.3,151023.0,1144210.0
Vologda Region ,2013,1193.4,408851.0,4106.3,104.13999999999999,6.1,346227.6,75421.0,1236470.0
Vologda Region ,2014,1191.0,445010,3538.3,110.62,5.6,387211.7,79732,1347451
Vologda Region ,2015,1187.7,539627,3359.1,112.18,6.8,478893.0,87114,1403785
Vologda Region ,2016,1183.9,558780.0,2881.5,116.34,6.6,509931.7,114155.392,1549344
Vologda Region ,2017,1176.7,621394.0,3419.1781198,101.53999999999999,5.3,542663.4,138282.002,1712354
Vologda Region ,2018,1167.7,741042.0,4711.0,106.42,5.1,615647.7,153427.919,1837512
Vologda Region ,2019,1160.4,757287.0,4306.900000000001,97.80000000000001,4.5,632759.5,199288.375,2824173
Vologda Region ,2020,1151.0,790965.0,4218.1,113.04,6.1,629163.0,207940.132,3050642
Vologda Region ,2021,1139.5,1299539.0,7165.7,132.88,4.7,645867.514285714,207271.049,3356246
Kaliningrad region ,2000,957.5,14410.0,441.6,123.14,15.6,23290.3,4571.0,80300
Kaliningrad region ,2001,955.4,18199.0,386.9,106.72,8.8,32327.2,5742.815,89251
Kaliningrad region ,2002,954.1,26663.0,394.40000000000003,108.72,7.2,40120.3,7740.505553925666,102325
Kaliningrad region ,2003,947.9,34872.0,470.7,111.55999999999999,7.5,46757.7,13699.410252673026,136207
Kaliningrad region ,2004,942.1,60971.0,598.1,110.08,6.6,66552.1,19745.715450310596,142772
Kaliningrad region ,2005,936.6,81712.0,859.6,111.16,6.5,81837.6,29959.0,178685
Kaliningrad region ,2006,934.3,128379.0,1248.0,103.46000000000001,4.4,103138.7,32595.554490720533,195805
Kaliningrad region ,2007,935.3,189990.0,597.7,113.96,3.4,143927.7,46191.64286296568,251225.0
Kaliningrad region ,2008,936.6,223065.0,697.1,104.88,8.6,179266.7,70811.0,303919.0
Kaliningrad region ,2009,938.6,185651.0,561.8,115.5,10.9,169519.6,60463.0,346298.0
Kaliningrad region ,2010,941.8,248094.0,629.6,106.56,10.3,195749.1,55877.0,398091.0
Kaliningrad region ,2011,946.8,317501.0,1268.1000000000001,112.72,9.1,241004.8,63171.0,447257.0
Kaliningrad region ,2012,954.8,363141.0,1844.3,100.19999999999999,7.4,265361.2,71757.0,506873.0
Kaliningrad region ,2013,963.1,376445.0,1533.1,103.64000000000001,5.6,275885.8,68702.0,582994.0
Kaliningrad region ,2014,969.0,455126,3696.4,123.82,5.4,314088.3,63716,592394
Kaliningrad region ,2015,976.4,460104,2741.9,109.0,5.7,349818.6,69015,613338
Kaliningrad region ,2016,986.3,465551.0,1238.8999999999999,107.22,6.0,417094.9,89462.277,756096
Kaliningrad region ,2017,994.6,517165.0,1269.2317027000001,104.36000000000001,5.2,446677.6,130397.779,846685
Kaliningrad region ,2018,1002.2,639270.0,2000.0,103.0,4.7,493302.4,159880.365,1038055
Kaliningrad region ,2019,1012.5,671899.0,1509.0,102.97999999999999,4.4,520951.2,101407.807,2114704
Kaliningrad region ,2020,1018.7,676197.0,1716.1000000000001,108.75999999999999,5.9,538288.5,100839.346,2247224
Kaliningrad region ,2021,1027.7,824109.0,2384.8,110.28,5.0,534031.482857143,83756.616,2310502
Leningrad region ,2000,1680.4,56951.0,2098.6,131.84,9.6,56001.9,19241.0,238689
Leningrad region ,2001,1672.7,74326.0,2115.3999999999996,114.14,7,75858.6,32273.437,283083
